Report Name,Report Location,Report ID,DP Name,Universe/Source,Has Combined Queries,Class Name,Object Name,Result Object/Condition Object,Operands,Sub Queries,Combined Queries,Object Qualification
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Product Hierarchy,Product Type,Result Object, , , ,DIMENSION
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Product Hierarchy,Product Family,Result Object, , , ,DIMENSION
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,GL Accounts,GL Account Number,Result Object, , , ,DIMENSION
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Sales Order Type,Result Object, , , ,DIMENSION
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Total Ext Standard Cost,Result Object, , , ,MEASURE
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Recognized Ext Standard Cost,Result Object, , , ,MEASURE
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Pre Split Units,Result Object, , , ,MEASURE
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Recognized Qty,Result Object, , , ,MEASURE
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Rev COGS Transactions (RCT),(RCT) COGS DR,Result Object, , , ,MEASURE
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Rev COGS Transactions (RCT),(RCT) COGS CR,Result Object, , , ,MEASURE
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Organizations,Set of Books Name,Condition Obj, Set of Books Name InList  Primary SOB United States, , ,
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,GL Accounts,GL Account Number,Condition Obj, GL Account Number InList  40010;25010;50010;12910, , ,
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Invoice History Posting Date (IHPD),(IHPD) Date,Condition Obj, (IHPD) Date GreaterOrEqual  5/9/2003 12:00:00 AM, , ,
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Account Class,Condition Obj, (IH) Account Class InList  REV;UNEARN;RECOGNIZED;MANUAL DEFERRED, , ,
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Invoice History Posting Date (IHPD),(IHPD) Date,Condition Obj, (IHPD) Date LessOrEqual  Enter Dt, , ,
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Invoice Number,Condition Obj, (IH) Invoice Number IsNotNull , , ,
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Product Hierarchy,Product Type,Condition Obj, Product Type InList  FRU;IB-SWITCH;RAW;UNKNOWN;ROUTER;TAPESTRY;POD;APPLICATION;APPLICATIONS;COMPONENT;SWITCH;SOFTWARE, , ,
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Sales Order Type,Condition Obj, (IH) Sales Order Type InList  DEFERRED;SW_KEY_DEFERRED;DEBIT MEMO-DEFERRED;INVOICE-DEFERRED, , ,
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,AR Outstanding,eBusiness Operations,FALSE,AR Metrics,Outstanding Amt,Result Object, , , ,MEASURE
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,AR Outstanding,eBusiness Operations,FALSE,AR Transactions(AR),(AR) Sales Invoice Number,Result Object, , , ,DIMENSION
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,AR Outstanding,eBusiness Operations,FALSE,Organizations,Set of Books Name,Condition Obj, Set of Books Name InList  Primary SOB United States, , ,
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,AR Outstanding,eBusiness Operations,FALSE,AR Metrics,Outstanding Amt,Condition Obj, Outstanding Amt NotEqual  0, , ,
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,AR Outstanding,eBusiness Operations,FALSE,AR Transactions(AR),(AR) Sales Invoice Number,Condition Obj, (AR) Sales Invoice Number NotEqual  ?, , ,
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Customer (C),(C) Customer Name1,Result Object, , , ,DIMENSION
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Ship To Locations (STL),(STL) Channel,Result Object, , , ,DIMENSION
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Ship To Locations (STL),(STL) Sales Region,Result Object, , , ,DIMENSION
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Product Hierarchy,Product Line,Result Object, , , ,DIMENSION
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Ship To Locations (STL),(STL) Sales Sub Region,Result Object, , , ,DIMENSION
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Invoice History Posting Date (IHPD),(IHPD) Fiscal  Month,Result Object, , , ,DIMENSION
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Products,Product Number,Result Object, , , ,DIMENSION
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Invoice Number,Result Object, , , ,DIMENSION
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Ship To Locations (STL),(STL) Customer Name,Result Object, , , ,DIMENSION
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Invoice History Posting Date (IHPD),(IHPD) Fiscal Quarter,Result Object, , , ,DIMENSION
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Invoice Line,Result Object, , , ,DIMENSION
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Pre Split Revenue Amount,Result Object, , , ,MEASURE
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Recognized Amount,Result Object, , , ,MEASURE
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Deferred Amount,Result Object, , , ,MEASURE
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,Inv Line Total Amt,Result Object, , , ,DIMENSION
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Revenue Amount,Result Object, , , ,MEASURE
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Product Hierarchy,Product Type,Result Object, , , ,DIMENSION
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Product Hierarchy,Product Family,Result Object, , , ,DIMENSION
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,GL Accounts,GL Account Number,Result Object, , , ,DIMENSION
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Sales Order Type,Result Object, , , ,DIMENSION
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Total Ext Standard Cost,Result Object, , , ,MEASURE
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Recognized Ext Standard Cost,Result Object, , , ,MEASURE
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Pre Split Units,Result Object, , , ,MEASURE
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Recognized Qty,Result Object, , , ,MEASURE
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Rev COGS Transactions (RCT),(RCT) COGS DR,Result Object, , , ,MEASURE
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Rev COGS Transactions (RCT),(RCT) COGS CR,Result Object, , , ,MEASURE
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Organizations,Set of Books Name,Condition Obj, Set of Books Name InList  Primary SOB Switzerland;Primary SOB Switzerland 2, , ,
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,GL Accounts,GL Account Number,Condition Obj, GL Account Number InList  40010;25010;50010;12910, , ,
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Invoice History Posting Date (IHPD),(IHPD) Date,Condition Obj, (IHPD) Date GreaterOrEqual  5/9/2003 12:00:00 AM, , ,
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Account Class,Condition Obj, (IH) Account Class InList  REV;UNEARN;RECOGNIZED;MANUAL DEFERRED, , ,
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Invoice History Posting Date (IHPD),(IHPD) Date,Condition Obj, (IHPD) Date LessOrEqual  Enter Dt, , ,
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Invoice Number,Condition Obj, (IH) Invoice Number IsNotNull , , ,
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Product Hierarchy,Product Type,Condition Obj, Product Type InList  FRU;IB-SWITCH;RAW;UNKNOWN;ROUTER;TAPESTRY;POD;APPLICATION;APPLICATIONS;COMPONENT;SWITCH;SOFTWARE, , ,
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Sales Order Type,Condition Obj, (IH) Sales Order Type InList  DEFERRED;SW_KEY_DEFERRED;DEBIT MEMO-DEFERRED;INVOICE-DEFERRED, , ,
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,AR Outstanding,eBusiness Operations,FALSE,AR Metrics,Outstanding Amt,Result Object, , , ,MEASURE
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,AR Outstanding,eBusiness Operations,FALSE,AR Transactions(AR),(AR) Sales Invoice Number,Result Object, , , ,DIMENSION
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,AR Outstanding,eBusiness Operations,FALSE,AR Metrics,Outstanding Amt,Condition Obj, Outstanding Amt NotEqual  0, , ,
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,AR Outstanding,eBusiness Operations,FALSE,AR Transactions(AR),(AR) Sales Invoice Number,Condition Obj, (AR) Sales Invoice Number NotEqual  ?, , ,
Cash Basis with AR - CH,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093596,AR Outstanding,eBusiness Operations,FALSE,Organizations,Set of Books Name,Condition Obj, Set of Books Name InList  Primary SOB Switzerland 2;Primary SOB Switzerland, , ,
Deals Desk Balance V2,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093597,Free,Deals Desk Production,FALSE,Deals Desk,DDO Number,Result Object, , , ,DIMENSION
Deals Desk Balance V2,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093597,Free,Deals Desk Production,FALSE,Deals Desk,Standard Program,Result Object, , , ,DIMENSION
Deals Desk Balance V2,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093597,Free,Deals Desk Production,FALSE,Partner,Partner,Result Object, , , ,DIMENSION
Deals Desk Balance V2,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093597,Free,Deals Desk Production,FALSE,Sales Reps,Geo,Result Object, , , ,DIMENSION
Deals Desk Balance V2,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093597,Free,Deals Desk Production,FALSE,Date Received,Date (Received),Result Object, , , ,DIMENSION
Deals Desk Balance V2,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093597,Free,Deals Desk Production,FALSE,Deals Desk,Outcome,Result Object, , , ,DIMENSION
Deals Desk Balance V2,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093597,Free,Deals Desk Production,FALSE,Accounting Details,Free Prod Ship,Result Object, , , ,DIMENSION
Deals Desk Balance V2,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093597,Free,Deals Desk Production,FALSE,Deals Desk,Deal Type,Result Object, , , ,DIMENSION
Deals Desk Balance V2,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093597,Free,Deals Desk Production,FALSE,Deals Desk,Valid Quarter,Result Object, , , ,DIMENSION
Deals Desk Balance V2,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093597,Free,Deals Desk Production,FALSE,Product Free,Free Product Contra,Result Object, , , ,MEASURE
Deals Desk Balance V2,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093597,Free,Deals Desk Production,FALSE,Accounting Details,Free Product Ship QTR,Result Object, , , ,DIMENSION
Deals Desk Balance V2,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093597,Free,Deals Desk Production,FALSE,Deals Desk,Month Won,Result Object, , , ,DIMENSION
Deals Desk Balance V2,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093597,Free,Deals Desk Production,FALSE,Deals Desk,Status,Result Object, , , ,DIMENSION
Deals Desk Balance V2,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093597,Purchased,Deals Desk Production,FALSE,Deals Desk,DDO Number,Result Object, , , ,DIMENSION
Deals Desk Balance V2,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093597,Purchased,Deals Desk Production,FALSE,Partner,Partner,Result Object, , , ,DIMENSION
Deals Desk Balance V2,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093597,Purchased,Deals Desk Production,FALSE,Deals Desk,Status,Result Object, , , ,DIMENSION
